age,gender,mother.tongue,genre,amazement,solemnity,tenderness,nostalgia,calmness,power,joyful_activation,tension,sadness,liked,disliked,emotional_intensity
21,Female,Russian,classical,0,1,0,0,0,0,0,1,0,0,1,2
18,Male,English,classical,0,0,0,0,0,0,0,1,0,0,0,1
15,Male,Russian,classical,0,0,0,0,0,0,1,0,0,0,0,1
53,Female,English,classical,0,0,0,0,0,0,0,1,0,0,0,1
68,Male,English,classical,0,0,0,0,0,1,1,1,0,0,0,3
16,Female,English,classical,0,0,0,0,0,0,1,0,0,0,0,1
45,Male,Dutch,classical,1,0,0,0,0,0,0,0,0,0,0,1
42,Male,English,classical,0,0,1,0,1,0,0,0,0,1,0,2
21,Male,English,classical,0,1,0,0,1,0,0,0,0,1,0,2
21,Female,Russian,classical,0,0,0,0,0,0,0,1,0,0,1,1
25,Female,Russian,classical,0,0,0,0,1,0,0,0,0,0,1,1
30,Male,German,classical,1,0,1,0,1,0,0,0,0,1,0,3
21,Male,Russian,classical,0,0,1,0,1,1,0,0,0,1,0,3
31,Male,Dutch,classical,0,1,0,0,0,0,0,0,0,1,0,1
25,Male,English,classical,1,0,1,0,0,0,1,0,0,0,0,3
45,Male,Dutch,classical,0,0,0,0,1,0,0,0,0,1,0,1
29,Male,Dutch,classical,0,0,0,1,1,0,0,0,0,1,0,2
35,Female,English,classical,1,1,0,0,0,0,0,0,0,0,0,2
34,Male,Dutch,classical,0,0,1,0,0,1,0,0,0,1,0,2
21,Male,English,classical,0,0,0,1,1,0,0,0,0,0,0,2
25,Male,Portuguese,classical,0,1,0,0,1,0,0,0,0,0,0,2
31,Male,Dutch,classical,0,0,1,0,1,0,0,0,0,1,0,2
31,Male,Dutch,classical,0,1,0,1,1,0,0,0,0,1,0,3
67,Male,English,classical,0,0,0,1,0,0,0,0,0,0,0,1
14,Female,Russian,classical,0,0,0,0,1,0,0,0,0,1,0,1
30,Male,Dutch,classical,0,0,1,1,0,0,0,0,1,0,0,3
57,Male,English,classical,0,0,0,1,1,0,0,0,1,0,0,3
35,Female,English,classical,0,0,0,1,1,0,0,0,0,0,0,2
32,Male,English,classical,0,1,0,0,0,1,1,0,0,1,0,3
16,Female,English,classical,0,0,1,1,0,0,0,0,0,0,0,2
31,Female,French,classical,0,0,0,0,1,0,0,0,0,0,0,1
42,Male,English,classical,0,0,0,0,0,0,0,0,1,1,0,1
18,Male,Dutch,classical,0,0,1,1,1,0,0,0,0,0,0,3
31,Male,Dutch,classical,0,1,1,0,1,0,0,0,0,1,0,3
31,Male,Dutch,classical,0,1,0,0,1,0,0,0,0,1,0,2
25,Female,Ucrainian,classical,0,0,0,0,1,0,0,0,0,0,1,1
28,Female,Ucrainian,classical,0,0,0,0,1,0,0,0,0,0,0,1
67,Male,English,classical,0,1,0,0,0,0,0,0,0,0,0,1
18,Male,Dutch,classical,0,0,1,1,0,0,0,0,0,0,0,2
23,Male,Dutch,classical,1,0,1,0,0,0,1,0,0,0,0,3
26,Male,Russian,classical,0,1,0,0,0,0,1,1,0,0,0,3
47,Female,English,classical,0,1,0,0,0,0,0,0,0,0,0,1
42,Male,English,classical,0,0,1,0,0,1,0,0,0,1,0,2
25,Female,Swedish,classical,0,1,1,0,0,1,0,0,0,1,0,3
25,Male,Portuguese,classical,0,1,0,0,0,0,0,0,0,0,0,1
25,Female,Ucrainian,classical,0,0,0,0,0,0,0,0,1,0,1,1
14,Female,Russian,classical,0,0,0,1,0,0,0,0,0,1,0,1
46,Male,Dutch,classical,1,0,0,0,1,0,0,0,0,0,0,2
35,Female,English,classical,0,1,0,0,1,0,0,0,0,1,0,2
21,Female,English,classical,0,1,0,1,1,0,0,0,0,0,0,3
27,Male,English,classical,0,0,0,1,1,0,0,0,1,0,1,3
26,Male,Russian,classical,0,0,0,0,0,1,0,0,1,0,0,2
56,Male,Dutch,classical,0,1,0,1,1,0,0,0,0,1,0,3
59,Female,Dutch,classical,0,0,0,0,1,0,0,0,1,0,0,2
31,Female,French,classical,1,0,0,1,0,0,0,0,0,0,0,2
28,Female,Ucrainian,classical,0,0,1,1,0,0,0,0,0,0,0,2
42,Male,English,classical,1,1,0,0,0,0,0,1,0,1,0,3
31,Male,Dutch,classical,1,0,0,1,0,0,0,0,0,1,0,2
31,Male,Dutch,classical,0,0,0,0,1,0,0,0,0,1,0,1
25,Female,Ucrainian,classical,0,1,0,0,0,0,0,0,0,1,0,1
39,Male,English,classical,0,1,0,1,0,0,1,0,0,1,0,3
46,Male,Dutch,classical,0,0,0,1,0,1,0,0,0,0,0,2
14,Female,English,classical,1,0,0,0,1,0,1,0,0,1,0,3
32,Female,English,classical,0,0,0,0,0,1,1,0,0,1,0,2
27,Male,English,classical,0,1,0,0,0,0,1,0,0,1,0,2
24,Male,Norwegian,classical,0,0,0,0,1,0,0,0,0,0,0,1
36,Male,Italian,classical,0,1,0,0,0,0,0,0,0,0,0,1
56,Male,Dutch,classical,1,0,0,0,1,0,1,0,0,1,0,3
29,Female,Russian,classical,0,0,0,1,0,0,0,0,0,0,1,1
42,Male,English,classical,0,0,0,0,0,1,1,0,0,1,0,2
25,Female,Russian,classical,0,0,1,0,1,0,1,0,0,0,0,3
31,Male,Dutch,classical,0,0,0,0,0,0,1,0,0,0,0,1
33,Male,Russian,classical,1,0,0,0,0,0,1,0,0,0,0,2
25,Female,Dutch,classical,1,0,0,1,0,0,0,0,0,1,0,2
17,Male,English,classical,0,0,0,0,1,0,0,1,1,1,0,3
43,Female,English,classical,1,0,0,1,1,0,0,0,0,1,0,3
32,Female,English,classical,0,0,0,0,0,1,1,1,0,1,0,3
26,Male,Russian,classical,1,0,0,0,0,0,1,0,0,1,0,2
59,Male,Romanian,classical,0,0,0,0,0,0,1,0,0,1,0,1
56,Male,Dutch,classical,1,1,0,0,1,0,0,0,0,0,0,3
24,Male,Norwegian,classical,0,0,0,0,1,1,0,0,1,1,0,3
26,Male,Russian,classical,0,1,0,0,1,0,0,0,0,0,0,2
25,Male,Russian,classical,0,1,0,0,0,0,1,0,0,0,0,2
31,Male,Dutch,classical,0,0,0,0,1,0,1,0,0,1,0,2
25,Male,Portuguese,classical,0,1,0,0,0,1,0,1,0,1,0,3
25,Female,Ucrainian,classical,1,0,0,0,0,0,0,0,0,1,0,1
58,Female,German,classical,0,0,0,1,0,0,0,0,0,0,0,1
25,Female,Dutch,classical,0,0,0,1,0,0,0,0,0,0,0,1
17,Male,English,classical,0,0,1,1,1,0,0,0,0,0,0,3
23,Female,English,classical,0,0,0,0,0,0,0,1,0,1,0,1
32,Female,English,classical,0,0,0,1,0,0,0,1,0,0,1,2
41,Female,Russian,classical,1,1,0,0,0,0,1,0,0,1,0,3
68,Male,English,classical,0,0,0,0,1,0,0,0,0,1,0,1
31,Female,French,classical,1,1,0,0,0,0,0,0,0,0,0,2
25,Male,Russian,classical,0,0,0,0,1,0,0,0,0,1,0,1
42,Male,English,classical,0,0,1,0,0,0,0,0,0,1,0,1
25,Male,Portuguese,classical,1,0,1,0,0,0,0,0,0,1,0,2
58,Female,German,classical,0,0,0,0,0,0,0,1,0,0,0,1
25,Female,Dutch,classical,1,0,0,0,0,0,1,0,0,0,0,2
25,Male,Russian,classical,0,1,0,1,1,0,0,0,0,0,0,3
32,Female,English,classical,0,0,1,0,0,0,1,1,0,1,0,3
56,Male,Dutch,classical,0,0,0,0,0,1,0,1,1,0,1,3
41,Female,Russian,classical,0,0,0,0,0,1,0,1,0,1,0,2
27,Male,German,classical,0,0,0,0,1,0,0,0,0,0,0,1
26,Male,Italian,classical,0,0,0,0,0,0,0,1,0,0,0,1
25,Male,Russian,classical,0,0,0,0,0,0,0,1,0,0,0,1
31,Male,Dutch,classical,1,0,0,0,1,0,0,0,0,1,0,2
41,Female,Russian,classical,1,1,1,0,0,0,0,0,0,1,0,3
21,Female,English,classical,0,1,0,0,1,0,0,1,0,0,0,3
25,Male,Russian,classical,0,0,0,0,1,0,0,0,0,0,0,1
33,Male,Russian,classical,0,0,0,0,0,1,1,1,0,0,0,3
56,Male,Dutch,classical,0,0,0,1,0,0,0,1,1,0,1,3
27,Male,French,classical,1,0,0,0,0,1,0,1,0,1,0,3
32,Female,English,classical,0,0,0,0,0,0,1,0,0,1,1,1
26,Male,Russian,classical,0,0,0,0,0,0,0,1,0,0,0,1
36,Male,Italian,classical,0,0,0,1,0,0,0,0,0,0,0,1
26,Male,Italian,classical,0,0,0,1,0,0,1,0,0,0,0,2
68,Male,English,classical,0,0,0,0,0,1,0,0,0,1,0,1
25,Male,Russian,classical,0,0,1,0,0,0,1,0,0,0,0,2
31,Female,Spanish,classical,0,0,0,0,0,0,1,0,0,1,0,1
25,Male,Russian,classical,1,0,0,0,0,0,0,0,0,1,0,1
31,Male,Dutch,classical,0,0,0,0,0,0,0,1,0,0,0,1
26,Male,Russian,classical,0,0,0,0,0,0,0,0,1,0,0,1
21,Male,Russian,classical,0,1,0,0,0,0,0,0,0,1,0,1
23,Female,Dutch,classical,0,0,0,0,0,0,0,1,0,0,1,1
59,Female,Dutch,classical,0,0,0,0,0,1,1,1,0,1,0,3
25,Male,Russian,classical,0,0,0,0,0,0,1,0,0,0,0,1
43,Female,Dutch,classical,0,0,0,0,0,0,0,1,0,0,1,1
25,Male,Russian,classical,0,1,0,0,0,0,0,0,1,1,0,2
27,Male,Chinese,classical,0,0,0,0,0,0,1,0,0,1,0,1
39,Male,Catalan,classical,0,1,0,1,0,0,0,1,0,0,1,3
32,Female,Farsi,classical,0,1,0,1,0,1,0,0,0,0,0,3
23,Female,Russian,classical,0,0,0,0,1,0,1,0,0,1,0,2
23,Female,Russian,classical,0,0,0,1,0,0,1,0,0,1,0,2
33,Male,Russian,classical,0,0,1,1,0,0,1,0,0,0,0,3
23,Female,Dutch,classical,0,0,1,0,1,0,0,0,0,1,0,2
39,Male,Catalan,classical,0,0,1,0,0,1,0,1,0,0,1,3
59,Female,Dutch,classical,0,0,1,1,1,0,0,0,0,1,0,3
33,Male,English,classical,1,1,0,0,1,0,0,0,0,1,0,3
31,Male,Dutch,classical,0,0,0,0,0,0,0,0,0,0,0,0
47,Male,Italian,classical,0,0,0,1,0,0,0,0,0,0,0,1
23,Female,Russian,classical,0,0,0,1,1,0,1,0,0,0,0,3
23,Female,Russian,classical,0,0,0,0,1,0,0,1,0,1,0,2
33,Male,Hungarian,classical,0,0,0,0,0,0,1,1,0,0,0,2
16,Female,Russian,classical,0,1,0,1,1,0,0,0,0,1,0,3
23,Female,Dutch,classical,0,0,0,0,0,1,1,0,0,1,0,2
68,Male,English,classical,0,0,0,0,0,0,1,1,0,1,0,2
23,Female,Russian,classical,0,1,0,0,0,0,1,0,0,1,0,2
44,Male,Italian,classical,0,0,0,1,0,0,0,0,0,0,1,1
65,Male,English,classical,0,0,0,0,0,0,1,1,0,0,1,2
47,Male,Italian,classical,0,0,0,0,0,0,1,1,0,0,0,2
33,Male,Russian,classical,0,0,0,0,0,1,1,0,0,0,0,2
33,Male,Russian,classical,0,0,1,0,0,1,0,1,0,0,0,3
33,Male,Hungarian,classical,0,0,0,0,0,1,1,0,0,0,0,2
23,Female,Dutch,classical,0,0,0,1,0,0,0,0,0,1,0,1
32,Female,English,classical,0,1,1,0,0,0,0,0,1,0,1,3
32,Male,Dutch,classical,0,0,0,0,1,0,0,0,0,1,0,1
14,Female,Russian,classical,0,0,0,0,0,0,1,0,0,0,0,1
68,Male,English,classical,0,0,0,0,1,0,1,0,0,1,0,2
25,Male,Russian,classical,0,0,0,0,0,1,0,0,0,1,0,1
20,Male,Portuguese,classical,0,0,0,0,1,0,1,0,0,0,1,2
14,Female,English,classical,1,1,0,0,0,0,1,0,0,0,1,3
25,Female,Russian,classical,1,0,0,1,0,0,0,0,0,1,0,2
59,Female,Dutch,classical,0,0,0,0,1,0,1,0,0,1,0,2
36,Female,English,classical,0,0,0,0,0,0,1,0,0,1,0,1
29,Male,English,classical,0,0,0,1,0,0,0,0,0,1,0,1
47,Female,Dutch,classical,1,0,0,0,0,1,1,0,0,0,0,3
32,Male,Dutch,classical,0,1,0,0,0,0,0,0,0,1,0,1
34,Male,English,classical,0,1,0,0,0,1,1,0,0,0,0,3
31,Female,French,classical,0,1,0,0,0,1,1,0,0,0,0,3
29,Male,Dutch,classical,0,0,0,0,0,0,1,0,0,1,0,1
20,Female,German,classical,1,0,0,0,0,0,0,0,0,1,0,1
31,Male,Spanish,classical,0,0,0,0,1,0,0,0,0,1,0,1
15,Male,English,classical,0,0,0,1,1,0,1,0,0,0,0,3
21,Male,Finnish,classical,0,1,0,0,0,0,1,0,0,1,0,2
65,Male,English,classical,0,0,0,0,0,0,0,1,0,0,1,1
33,Male,Russian,classical,0,0,0,1,0,0,1,0,0,1,0,2
47,Female,Dutch,classical,1,1,0,0,0,0,1,0,0,0,0,3
23,Female,Dutch,classical,0,0,0,1,0,0,1,0,0,0,0,2
31,Female,French,classical,0,0,0,0,0,0,1,1,0,0,1,2
16,Female,Chinese,classical,1,0,0,0,0,1,1,0,0,1,0,3
27,Female,English,classical,0,1,0,0,1,0,0,0,0,1,0,2
20,Male,Portuguese,classical,0,0,0,0,0,0,1,0,0,0,1,1
21,Male,Finnish,classical,0,0,0,0,1,1,1,0,0,0,0,3
65,Male,English,classical,0,0,0,0,0,0,1,1,0,0,0,2
31,Male,Hebrew,classical,0,1,0,0,1,0,0,0,0,1,0,2
29,Female,Hungarian,classical,0,0,1,0,0,0,1,0,0,0,0,2
26,Male,Russian,classical,1,1,0,0,0,0,1,0,0,1,0,3
47,Female,Dutch,classical,0,0,0,0,0,1,0,1,0,0,0,2
23,Female,Dutch,classical,0,0,0,0,0,0,1,0,0,0,1,1
31,Female,French,classical,0,0,0,1,1,0,0,0,0,1,0,2
37,Male,English,classical,0,0,0,0,0,0,0,0,1,0,0,1
30,Male,Hebrew,classical,0,0,1,0,1,0,0,0,0,1,0,2
35,Female,English,classical,0,0,0,1,1,0,0,0,1,0,0,3
20,Female,English,classical,0,0,1,1,1,0,0,0,0,1,0,3
39,Male,English,classical,0,0,0,0,1,0,0,0,0,0,0,1
20,Male,Portuguese,classical,0,0,1,1,1,0,0,0,0,1,0,3
21,Male,Finnish,classical,0,0,1,1,1,0,0,0,0,1,0,3
65,Male,English,classical,0,0,1,1,1,0,0,0,0,1,0,3
36,Female,English,classical,0,0,0,0,1,0,0,0,0,1,0,1
33,Male,Hungarian,classical,0,1,0,1,0,0,0,0,0,0,0,2
47,Female,Dutch,classical,0,0,1,1,0,0,0,0,1,1,0,3
19,Female,English,classical,0,1,0,1,0,0,0,0,1,0,0,3
27,Female,English,classical,0,0,0,0,1,0,0,0,0,1,0,1
32,Female,English,classical,0,0,1,1,0,0,0,0,1,1,0,3
24,Male,Chinese,classical,1,0,0,0,0,1,1,0,0,1,0,3
17,Male,Portuguese,classical,1,0,1,0,0,0,1,0,0,1,0,3
27,Male,Dutch,classical,0,0,0,1,1,0,0,0,1,1,0,3
32,Male,Dutch,classical,0,0,0,0,0,0,1,0,0,1,0,1
60,Male,Dutch,classical,0,0,0,0,0,0,0,1,1,0,0,2
47,Female,Dutch,classical,0,0,1,0,0,0,1,0,1,1,0,3
21,Female,Estonian,classical,1,1,1,1,0,0,0,0,0,1,1,4
31,Female,French,classical,0,0,0,1,0,0,0,0,0,0,0,1
32,Female,English,classical,0,1,1,0,0,0,1,0,0,1,0,3
21,Female,English,classical,0,1,1,0,1,0,0,0,0,0,0,3
20,Male,Portuguese,classical,0,0,0,0,1,0,0,0,0,0,1,1
26,Female,Russian,classical,1,1,0,0,0,0,1,0,0,0,0,3
20,Male,English,classical,0,1,0,1,1,0,0,0,0,1,0,3
27,Male,Dutch,classical,0,1,0,0,0,1,0,0,0,1,0,2
23,Female,English,classical,0,0,1,1,1,0,0,0,0,1,0,3
46,Female,English,classical,0,0,1,0,1,0,0,0,0,1,0,2
29,Female,English,classical,0,1,0,1,0,0,0,1,0,1,0,3
74,Male,Dutch,classical,0,0,0,1,0,0,0,0,0,0,0,1
26,Female,Russian,classical,0,0,0,1,0,0,0,1,1,0,1,3
27,Male,Dutch,classical,1,0,0,1,1,0,0,0,0,1,0,3
49,Male,Dutch,classical,1,0,0,0,0,0,1,1,0,0,0,3
34,Female,Polish,classical,0,1,0,0,0,0,0,0,0,1,0,1
23,Female,English,classical,1,0,0,0,0,1,1,0,0,0,1,3
46,Female,English,classical,0,0,0,0,0,0,1,0,0,1,0,1
17,Female,Russian,classical,0,0,0,0,0,0,0,0,1,0,1,1
29,Female,Russian,classical,1,0,0,0,0,0,0,0,0,1,0,1
74,Male,Dutch,classical,0,0,0,0,1,0,0,0,0,1,0,1
29,Female,English,classical,1,0,0,0,0,1,1,0,0,1,0,3
31,Female,French,classical,1,0,0,0,0,0,0,1,0,0,0,2
20,Male,Portuguese,classical,0,0,0,0,0,0,0,1,0,0,1,1
21,Male,Finnish,classical,1,0,0,0,0,1,1,0,0,1,0,3
49,Male,Dutch,classical,0,1,0,0,0,0,0,0,0,0,0,1
27,Female,Finnish,classical,0,0,0,0,1,0,0,0,0,0,0,1
27,Female,Russian,classical,0,0,0,0,0,0,0,1,0,0,0,1
20,Male,English,classical,0,1,0,0,0,1,0,1,0,1,0,3
34,Female,Polish,classical,0,0,0,0,1,0,0,0,0,1,0,1
23,Female,English,classical,0,0,0,0,0,0,0,1,1,0,1,2
47,Male,Italian,classical,0,1,0,1,0,0,0,0,0,0,0,2
17,Female,Russian,classical,0,0,0,0,1,0,0,0,0,0,1,1
74,Male,Dutch,classical,0,0,0,0,0,1,0,0,0,0,0,1
29,Female,English,classical,1,0,0,0,1,1,0,0,0,1,0,3
31,Female,French,classical,1,1,0,0,0,0,1,0,0,1,0,3
49,Male,Dutch,classical,1,0,0,0,1,0,0,0,0,0,0,2
23,Male,German,classical,0,1,0,0,0,0,0,0,0,0,0,1
23,Female,German,classical,0,0,1,1,0,0,0,0,0,0,0,2
20,Male,English,classical,0,0,1,0,1,0,0,0,1,1,0,3
34,Female,Polish,classical,0,0,0,1,0,0,0,0,0,1,0,1
27,Female,Russian,classical,0,0,0,1,0,0,0,0,1,0,1,2
20,Male,Dutch,classical,0,0,0,0,1,0,0,0,1,0,1,2
46,Female,English,classical,0,0,1,0,0,0,0,0,0,1,0,1
21,Male,Russian,classical,0,0,1,1,1,0,0,0,0,1,0,3
23,Female,English,classical,0,0,0,0,1,0,0,0,1,1,0,2
74,Male,Dutch,classical,0,1,0,0,0,0,0,0,0,0,0,1
31,Female,French,classical,0,0,0,1,1,0,0,0,0,0,0,2
38,Male,Slovenian,classical,0,0,0,0,0,1,0,1,0,0,0,2
21,Male,Finnish,classical,1,0,0,0,0,1,0,1,0,1,0,3
34,Female,Polish,classical,0,0,0,0,0,0,1,0,0,1,0,1
27,Female,Russian,classical,0,0,0,0,0,0,1,0,0,1,0,1
23,Female,English,classical,1,0,0,0,0,0,1,0,0,0,1,2
46,Female,English,classical,0,0,0,1,0,0,0,0,0,1,0,1
41,Male,Italian,classical,0,0,0,1,0,0,0,1,1,1,0,3
23,Female,English,classical,0,1,0,0,0,0,1,0,0,1,0,2
74,Male,Dutch,classical,0,0,0,0,0,0,0,0,1,1,0,1
31,Female,French,classical,0,0,0,0,0,0,1,1,0,1,0,2
16,Female,Dutch,classical,1,0,1,0,0,1,0,0,0,1,0,3
27,Female,Russian,classical,0,0,0,0,0,0,0,1,0,0,1,1
20,Female,Russian,classical,0,0,0,0,1,0,0,0,0,1,1,1
17,Female,Dutch,classical,0,0,0,1,1,0,0,0,0,1,0,2
22,Male,Estonian,classical,0,0,1,0,1,0,1,0,0,1,0,3
33,Male,Hungarian,classical,0,0,0,1,0,0,0,0,0,0,0,1
32,Female,Farsi,classical,0,0,0,0,1,0,0,0,0,1,0,1
23,Female,English,classical,0,0,0,0,1,0,0,0,1,0,1,2
46,Female,English,classical,0,0,1,1,0,0,0,0,0,1,0,2
24,Female,Estonian,classical,0,0,0,0,1,0,0,0,0,1,0,1
23,Female,English,classical,0,0,0,1,1,0,0,0,0,1,0,2
74,Male,Dutch,classical,0,0,1,0,0,0,0,0,0,1,0,1
31,Female,French,classical,0,1,1,0,0,0,0,0,1,1,0,3
37,Female,Serbian,classical,0,0,0,0,1,0,0,0,0,0,0,1
30,Male,Dutch,classical,0,0,1,1,0,0,0,0,0,1,0,2
21,Male,Russian,classical,0,0,0,0,0,1,0,1,0,0,1,2
19,Female,Dutch,classical,1,1,0,0,0,0,0,0,0,1,0,2
23,Male,French,classical,0,1,0,0,1,0,0,0,0,1,0,2
23,Female,English,classical,0,0,0,0,0,0,1,0,0,0,1,1
36,Female,English,classical,0,0,0,0,0,1,0,0,0,1,0,1
46,Female,English,classical,0,1,0,0,0,0,0,0,0,0,0,1
24,Female,Estonian,classical,0,0,0,0,1,0,0,0,0,0,0,1
22,Female,Dutch,classical,0,0,0,0,0,0,0,1,0,0,0,1
23,Female,English,classical,1,0,0,0,0,0,1,0,0,1,0,2
74,Male,Dutch,classical,0,0,0,0,0,0,1,0,0,1,0,1
27,Female,Dutch,classical,1,1,0,0,0,0,1,0,0,0,0,3
30,Male,Dutch,classical,1,0,0,0,0,0,0,0,0,0,0,1
17,Female,Dutch,classical,0,1,0,0,0,0,0,1,0,0,1,2
50,Male,Dutch,classical,0,0,0,0,0,0,1,0,0,0,0,1
27,Female,Russian,classical,0,0,0,1,0,0,0,0,0,0,1,1
19,Female,Dutch,classical,0,1,0,0,1,1,0,0,0,1,0,3
23,Male,French,classical,0,1,0,1,1,0,0,0,0,0,0,3
21,Male,Finnish,classical,0,1,0,1,1,0,0,0,0,1,0,3
23,Female,English,classical,0,0,1,0,0,0,0,1,0,1,0,2
46,Female,English,classical,0,1,0,0,0,0,0,0,1,1,0,2
23,Female,English,classical,0,0,0,0,1,0,0,0,1,0,0,2
27,Female,Dutch,classical,0,0,0,0,0,0,0,0,1,0,0,1
32,Female,Farsi,classical,0,1,0,0,0,0,0,0,1,1,0,2
30,Male,Dutch,classical,0,1,0,0,1,0,0,0,0,1,0,2
47,Female,English,classical,0,0,1,0,0,0,0,0,1,0,0,2
54,Male,Dutch,classical,0,1,0,0,0,0,0,0,0,1,0,1
50,Male,Dutch,classical,0,0,0,0,0,0,0,0,1,0,0,1
15,Male,English,classical,0,0,1,0,1,0,0,0,1,1,0,3
27,Female,Russian,classical,0,0,1,0,0,0,0,0,0,0,1,1
21,Male,Russian,classical,0,1,0,0,0,0,0,1,1,0,1,3
23,Male,French,classical,0,1,0,1,1,0,0,0,0,1,0,3
23,Female,English,classical,0,0,0,1,0,0,0,0,0,0,1,1
23,Male,English,classical,0,0,0,0,1,0,1,0,0,1,0,2
47,Male,Dutch,classical,0,0,0,1,1,0,0,0,0,0,0,2
27,Female,Dutch,classical,1,0,0,1,1,0,0,0,0,0,0,3
46,Female,English,classical,0,1,0,0,0,0,1,0,0,1,0,2
23,Female,English,classical,1,1,0,0,0,0,0,0,0,0,0,2
53,Male,English,classical,0,0,0,0,1,0,0,0,0,0,0,1
32,Female,Farsi,classical,0,1,0,0,1,0,0,0,0,0,0,2
30,Male,Dutch,classical,0,0,1,0,0,0,0,0,0,1,0,1
20,Female,Russian,classical,1,0,0,1,1,0,0,0,0,1,0,3
25,Female,English,classical,0,0,0,0,1,0,0,0,0,0,0,1
47,Male,Dutch,classical,0,0,1,0,1,0,0,0,0,0,0,2
23,Female,English,classical,0,0,0,0,1,0,0,0,0,0,1,1
21,Male,Finnish,classical,0,0,0,0,1,0,1,0,0,1,0,2
23,Female,English,classical,1,0,1,0,1,0,0,0,0,0,0,3
23,Male,English,classical,0,0,0,1,1,0,0,0,0,1,0,2
26,Female,Russian,classical,0,0,1,0,1,0,1,0,0,1,0,3
30,Male,Greek,classical,0,0,0,1,1,0,0,0,0,1,0,2
27,Female,Russian,classical,0,0,0,0,0,0,0,0,1,1,0,1
25,Male,French,classical,0,0,0,0,1,0,0,0,1,1,0,2
23,Male,French,classical,0,0,0,0,1,0,0,0,0,1,0,1
46,Female,Portuguese,classical,1,1,0,0,0,0,1,0,0,1,0,3
23,Female,English,classical,0,1,0,0,0,0,0,0,1,1,0,2
58,Female,German,classical,0,0,0,0,1,0,0,0,0,0,0,1
25,Female,Estonian,classical,0,0,0,0,0,0,0,0,0,1,0,0
33,Male,Hungarian,classical,0,0,0,0,0,1,0,1,1,0,0,3
23,Male,English,classical,1,0,0,0,0,1,1,0,0,0,0,3
26,Female,Russian,classical,0,1,0,0,0,0,1,1,0,1,0,3
38,Male,Danish,classical,1,1,0,0,0,0,0,0,0,1,0,2
36,Female,English,classical,1,0,0,0,0,0,0,0,0,1,0,1
62,Male,Dutch,classical,0,1,0,0,1,0,1,0,0,0,0,3
29,Male,Dutch,classical,0,1,0,1,0,0,0,0,0,1,0,2
23,Female,English,classical,1,0,0,0,0,0,0,0,0,0,0,1
46,Male,Dutch,classical,0,0,0,0,0,1,0,0,0,0,0,1
58,Female,German,classical,0,0,0,0,0,0,1,0,0,0,0,1
29,Female,Russian,classical,1,0,1,0,0,0,0,0,0,1,0,2
43,Female,Dutch,classical,0,0,0,1,0,0,1,0,0,0,1,2
25,Female,Estonian,classical,1,0,1,0,0,0,1,0,0,0,0,3
21,Female,English,classical,1,0,1,0,0,0,1,0,0,0,0,3
29,Female,Russian,classical,0,0,0,1,0,1,1,0,0,0,0,3
60,Male,English,classical,0,0,0,0,0,0,1,0,0,1,0,1
32,Male,Greek,classical,0,1,0,1,1,0,0,0,0,1,0,3
27,Female,Russian,classical,0,1,0,0,0,0,0,0,0,0,1,1
27,Male,Russian,classical,0,0,0,0,0,0,1,0,0,1,0,1
25,Female,English,classical,0,0,0,0,1,0,1,0,0,1,0,2
43,Female,Dutch,classical,0,1,0,0,0,0,1,0,0,1,0,2
23,Female,English,classical,0,0,0,1,1,0,0,0,0,0,0,2
29,Female,Russian,classical,0,0,0,1,1,0,0,0,0,1,0,2
33,Male,Hungarian,classical,0,0,0,0,0,0,1,0,0,0,0,1
17,Female,Finnish,classical,1,1,0,0,0,1,0,0,0,0,0,3
60,Male,English,classical,0,0,1,0,1,0,1,0,0,1,0,3
27,Male,Russian,classical,0,0,1,0,1,0,0,0,0,1,0,2
20,Male,English,classical,0,0,0,0,0,0,1,0,0,1,0,1
33,Male,Russian,classical,0,0,1,1,0,0,0,0,0,1,0,2
23,Female,English,classical,0,0,0,0,0,0,0,1,0,0,1,1
29,Male,Dutch,classical,0,1,0,0,1,0,0,0,0,0,0,2
34,Male,English,classical,0,0,1,0,1,0,1,0,0,0,0,3
17,Female,Finnish,classical,0,1,0,0,0,0,0,1,0,1,0,2
21,Male,Spanish,classical,0,0,0,1,1,0,0,0,0,0,0,2
23,Female,English,classical,0,0,0,0,1,0,0,0,0,0,0,1
28,Female,Estonian,classical,0,1,0,0,0,0,0,0,1,0,1,2
52,Female,English,classical,1,0,0,0,0,0,0,0,0,1,0,1
33,Male,Hungarian,classical,0,1,0,1,0,0,0,0,1,1,0,3
36,Male,Italian,classical,0,1,0,0,0,0,0,0,1,0,0,2
60,Male,English,classical,0,0,0,0,0,0,0,0,1,0,1,1
20,Male,English,classical,0,1,0,0,0,0,0,0,0,0,1,1
29,Male,Dutch,classical,0,0,0,0,0,0,0,1,0,0,0,1
43,Female,Dutch,classical,1,1,0,0,1,0,0,0,0,1,0,3
51,Male,English,classical,0,1,0,0,0,0,0,0,1,1,0,2
21,Male,Spanish,classical,0,1,0,1,1,0,0,0,0,1,0,3
14,Female,Russian,classical,1,0,0,0,0,0,0,0,0,1,0,1
47,Female,Dutch,classical,0,1,0,1,1,0,0,0,0,1,0,3
28,Female,Estonian,classical,0,0,0,0,1,0,0,0,0,1,0,1
21,Female,English,classical,0,1,1,1,0,0,0,0,0,0,0,3
