"id","platform","content_id","creator_id","creator_name","content_type","content_category","post_date","language","content_length","content_description","hashtags","views","likes","shares","comments_count","comments_text","follower_count","disclosure_type","audience_age_distribution","audience_gender_distribution","audience_location","year","positive","negative","sentiment_score","sentiment_score_raw","emotional_intensity","word_count","emotional_connection_weighted","emotion_direction","satisfaction_raw","satisfaction","satisfaction_median","satisfaction_binary","satisfaction_log"
28271,"TikTok","content_15563","creator_563","christopherhammond","image","lifestyle",2024-06-28,"Hindi",547,"Perhaps word effort no indeed doctor share change stage interesting same fish education rule support moment easy require.","account,company,thank",10072,1516,303,168,"tax wonder turn how these opportunity laugh a every there eight",465388,"implicit","26-35","female","USA",2024,1,0,1,1,1.5,11,1.8387049391998,"Positive",1987,4.32584269662921,4.97191011235955,0,7.59488438721652
31913,"TikTok","content_44920","creator_4920","reginald85","image","beauty",2024-08-16,"English",79,"Wish though audience arrive growth firm never rise medical.","reality,share,society,call",10199,1508,287,202,"measure public road next month part key born decide cost history",360228,"explicit","19-25","male","UK",2024,0,0,0,0,1,11,1.5591366261332,"Neutral",1997,4.60674157303371,4.97191011235955,0,7.5999019592085
11814,"RedNote","content_36252","creator_1252","ypayne","mixed","beauty",2023-11-09,"Hindi",62,"Key day hospital themselves see environment beat same my option increase into.","land",9964,1476,321,200,"model camera give stand finish finish leave fire commercial rather collection end three respond avoid there well oil food anything business space point full discuss participant role nearly world",746578,"explicit","36-50","male","China",2023,1,0,1,1,1.5,29,2.14797110927159,"Positive",1997,4.60674157303371,4.97191011235955,0,7.5999019592085
13846,"RedNote","content_263","creator_263","angela35","video","tech",2023-12-08,"Japanese",89,"Wish every create game skill opportunity human young open into rule true specific.","poor,tend,raise,scene",10165,1457,302,197,"sometimes imagine growth",506304,"none","19-25","male","China",2023,0,0,0,0,1,3,1.31193443503006,"Neutral",1956,3.45505617977528,4.97191011235955,0,7.57916796739608
16032,"Bilibili","content_47635","creator_2635","bassamy","text","lifestyle",2024-01-07,"English",15,"Large any sound life price run day short water table office sea score house choose change large floor alone size sport hope one offer room reason send impact market final its.","stage,new",10204,1541,300,200,"street would together drug miss career dog subject be what exist movie them beautiful left middle especially",579636,"none","13-18","male","India",2024,1,1,0,0,1,17,1.65037159972131,"Neutral",2041,5.84269662921348,4.97191011235955,1,7.62168499872461
47963,"TikTok","content_42657","creator_2657","hmorales","video","lifestyle",2025-03-30,"English",64,"Position officer environment technology reveal provide product music box such indeed author travel appear dream stage statement cause maintain.","economic,building",10106,1546,261,193,"style rule director evidence mouth simple accept quality college soldier meet size middle",682086,"none","19-25","female","USA",2025,0,0,0,0,1,13,1.59382255328547,"Neutral",2000,4.69101123595506,4.97191011235955,0,7.60140233458373
8920,"TikTok","content_12268","creator_2268","qthomas","video","lifestyle",2023-09-30,"English",513,"Finally beautiful ability blood able generation collection hit with little receive ball but.","issue,beautiful,still",10089,1547,305,189,"address when again ten place collection among low red spring indeed",363621,"implicit","19-25","female","UK",2023,0,0,0,0,1,11,1.5591366261332,"Neutral",2041,5.84269662921348,4.97191011235955,1,7.62168499872461
46788,"RedNote","content_40266","creator_266","gjones","video","lifestyle",2025-03-14,"Hindi",457,"Positive blue scene price represent heavy nearly body go next teacher.","he,beat,story,officer",10063,1461,301,191,"establish manager enjoy throw let only boy effort star usually sport agent",63691,"implicit","36-50","male","Brazil",2025,1,0,1,1,1.5,12,1.86572092963085,"Positive",1953,3.37078651685393,4.97191011235955,0,7.57763383260273
24359,"YouTube","content_29020","creator_4020","crystalbenton","video","beauty",2024-05-04,"English",29,"Open reflect tough ready big travel good kind record beautiful possible tough play meet will adult.","several,stage,leave,into",10001,1547,346,209,"floor player night writer meet partner congress model operation military understand while word task high soon wife attorney",703433,"none","26-35","female","USA",2024,0,0,0,0,1,18,1.66253743447733,"Neutral",2102,7.5561797752809,4.97191011235955,1,7.6511201757027
9644,"TikTok","content_5637","creator_637","tannerkimberly","image","tech",2023-10-10,"English",576,"Allow color heavy often value beat quality national loss option explain agency provide attorney bank cover summer one central experience whose example.","property,bar,likely",10019,1540,271,210,"stuff guy parent college",758404,"implicit","36-50","female","China",2023,0,0,0,0,1,4,1.36214466422955,"Neutral",2021,5.28089887640449,4.97191011235955,1,7.61184239958042
40050,"RedNote","content_38884","creator_3884","whitekaren","text","beauty",2024-12-07,"Chinese",198,"Whole age market join now him necessary herself democratic carry space threat either if bill type because treat north argue writer theory key sense performance security.","image,production",10089,1429,275,216,"fall southern travel reason hear per",257387,"none","13-18","female","India",2024,0,1,-1,-1,1.5,6,1.65678300365567,"Negative",1920,2.4438202247191,4.97191011235955,0,7.56060116276856
21260,"RedNote","content_23741","creator_3741","ipham","image","beauty",2024-03-21,"English",24,"Ability outside instead for single table myself show smile civil since piece also message check just available enjoy.","yet,hotel,foot,current",10150,1511,318,194,"form truth life compare blood charge standard",951741,"implicit","36-50","female","Brazil",2024,0,0,0,0,1,7,1.46790165254509,"Neutral",2023,5.33707865168539,4.97191011235955,1,7.61283103040736
37401,"RedNote","content_19299","creator_4299","underwoodbethany","mixed","beauty",2024-10-31,"Spanish",289,"Least off laugh choice guess he present interesting job weight left.","authority,score,actually,matter,song",10101,1535,320,210,"something similar resource option recognize stage fly",110512,"none","19-25","male","USA",2024,0,0,0,0,1,7,1.46790165254509,"Neutral",2065,6.51685393258427,4.97191011235955,1,7.63336964967958
39111,"RedNote","content_12300","creator_2300","paulbailey","image","beauty",2024-11-24,"Spanish",186,"State rock how example figure discussion tough almost politics his course something might significant especially maybe top list environmental simply while citizen a threat believe painting government imagine improve whether maintain throughout wind surface Congress old.","agreement",10211,1545,310,213,"service sing walk dinner meet use personal budget add action affect effort election pretty risk ability option affect character tree order tonight effect read ready over affect opportunity",237727,"implicit","26-35","female","UK",2024,2,1,1,1,1.5,28,2.13652866782641,"Positive",2068,6.60112359550562,4.97191011235955,1,7.63482067774554
25371,"TikTok","content_29967","creator_4967","fwood","video","beauty",2024-05-19,"English",593,"Mean himself big right easy series amount job every when while feeling deep Republican show yourself mouth her.","question,yeah,wife",9968,1523,301,216,"arrive also mr issue career executive training any republican product house generation beat name stuff general difficult much my around sure wonder thought key child",821940,"none","13-18","male","Japan",2024,1,2,-1,-1,1.5,25,2.09967175590339,"Negative",2040,5.81460674157303,4.97191011235955,1,7.62119516280984
32549,"RedNote","content_6897","creator_1897","daisyharris","text","beauty",2024-08-25,"English",477,"Myself tree represent cause current bill our carry child support soon international ahead live heavy discuss attorney capital physical with customer stuff.","risk,dream",10039,1478,293,183,"together media lose power to administration raise important building final make film space there month door movie evening something pm class serve billion clear",268849,"implicit","26-35","female","India",2024,2,1,1,1,1.5,24,2.08643399268866,"Positive",1954,3.39887640449438,4.97191011235955,0,7.57814547241947
22614,"TikTok","content_44452","creator_4452","jamieroberts","text","lifestyle",2024-04-09,"English",72,"Agency according cultural car or professor health cost eight civil if real or.","involve",10032,1498,289,186,"simply cut without group want early glass address stop another information six produce image police both arrive beautiful itself morning mouth big",464760,"explicit","19-25","male","Japan",2024,1,0,1,1,1.5,22,2.05829105731458,"Positive",1973,3.93258426966292,4.97191011235955,0,7.58781721999343
37970,"TikTok","content_43726","creator_3726","melissasmith","text","beauty",2024-11-08,"Japanese",376,"Fall throughout exist many course shake give cultural talk amount answer wife ten speech short during seem billion.","professor,anyone,couple,position",9899,1454,311,214,"magazine film behavior bring brother simply until partner nature son thank scene no worry including catch",982157,"none","19-25","female","Japan",2024,1,1,0,0,1,16,1.63751020604589,"Neutral",1979,4.10112359550562,4.97191011235955,0,7.59085212368858
3267,"Bilibili","content_3323","creator_3323","elizabeth15","video","beauty",2023-07-12,"English",131,"Pull should late form set star together possible far significant perform hotel dog return manage away find develop guy person task try create professor a local notice hour drug here let thousand base each brother.","stop,authority,father",10290,1500,306,209,"somebody often area small middle environment member nor us media article",575485,"explicit","26-35","male","Japan",2023,0,0,0,0,1,11,1.5591366261332,"Neutral",2015,5.1123595505618,4.97191011235955,1,7.60887062919126
5542,"YouTube","content_24369","creator_4369","john16","image","lifestyle",2023-08-13,"Chinese",239,"Tell national population great down happen establish certain draw country simply thank enter fly not collection bank adult truth during less plan drug foreign floor tend produce.","picture",9996,1453,280,195,"position mouth soon specific involve same message tough specific decide",414924,"explicit","13-18","female","Russia",2023,1,0,1,1,1.5,10,1.80933688561356,"Positive",1928,2.6685393258427,4.97191011235955,0,7.56475701290573
16885,"Bilibili","content_34108","creator_4108","blackwellkyle","video","beauty",2024-01-20,"English",65,"Seat election sea work site hard left remember finally ten technology design role add simple training town scientist expect woman institution environment.","increase,nice,back,door,mission",9998,1515,312,209,"cost study strategy authority network despite myself partner defense reach consider story production over south",566465,"none","19-25","male","India",2024,0,0,0,0,1,15,1.62386887006012,"Neutral",2036,5.70224719101124,4.97191011235955,1,7.61923341622681
11258,"YouTube","content_25806","creator_806","ihernandez","image","lifestyle",2023-11-02,"English",205,"Game country billion go relationship at sound bit face national sea yard card.","summer,attack,process,hear",10032,1416,276,213,"work join tell",800460,"explicit","50+","female","Japan",2023,1,0,1,1,1.5,3,1.46790165254509,"Positive",1905,2.02247191011236,4.97191011235955,0,7.55276208421415
37994,"TikTok","content_21216","creator_1216","kenneth04","image","lifestyle",2024-11-08,"English",150,"Several them soon every threat measure long a black still among blood assume.","public",10270,1521,279,196,"ok could land tell ground minute positive would special apply they feel evidence heavy upon carry point say only",672632,"explicit","19-25","female","Russia",2024,1,0,1,1,1.5,19,2.01111864888942,"Positive",1996,4.57865168539326,4.97191011235955,0,7.59940133341582
46281,"Instagram","content_16676","creator_1676","sethbaldwin","video","tech",2025-03-06,"Chinese",26,"Seven less believe do suffer through middle into game Republican help pay.","TV,evidence,good,pressure",10067,1453,290,204,"fill form soon follow particularly policy section improve modern often common statement no cut",863790,"none","36-50","male","USA",2025,2,0,2,2,2,14,2.21869371066539,"Positive",1947,3.20224719101124,4.97191011235955,0,7.57455848420248
14791,"TikTok","content_29974","creator_4974","corey90","video","tech",2023-12-21,"Japanese",68,"Operation nation interesting never boy impact someone choice ask direction talk student rather easy decade it indicate painting local generation to risk laugh let use article become.","example,everybody,back",10098,1561,317,191,"sure on cup fire fund break according rule instead test expert conference bar",82805,"none","26-35","female","Russia",2023,0,1,-1,-1,1.5,13,1.89073382992821,"Negative",2069,6.62921348314607,4.97191011235955,1,7.63530388625941
35685,"Instagram","content_6186","creator_1186","hernandezbrendan","text","beauty",2024-10-07,"English",233,"Suddenly life imagine conference notice need question suddenly either necessary scientist mention item through style close rather tell.","mother,trade,simple,military",10211,1520,306,206,"discover military specific democratic big career actually cold ahead generation others change woman network fill security minute sing media exist community",647473,"explicit","19-25","male","UK",2024,0,1,-1,-1,1.5,21,2.0432877118861,"Negative",2032,5.58988764044944,4.97191011235955,1,7.61726781362835
45928,"RedNote","content_49402","creator_4402","michaelreese","video","beauty",2025-03-02,"Chinese",35,"Not stop example game mention believe according hear who ready stock case painting color event off season difference.","miss,someone,want,commercial,give",10070,1483,287,230,"full history property describe develop others real head could when whatever safe system when green individual service him",331002,"implicit","26-35","male","Germany",2025,1,0,1,1,1.5,18,1.993806151716,"Positive",2000,4.69101123595506,4.97191011235955,0,7.60140233458373
18807,"Bilibili","content_17378","creator_2378","zmahoney","image","beauty",2024-02-16,"Hindi",453,"Return quite should could state language night discussion threat health fill because red market data itself guy that provide source church exist whether anyone against true itself wonder close size raise crime activity.","often,thing,term,agreement,appear",10079,1597,319,222,"shoulder individual bed certainly career wait serve contain short team reality single nor court them weight artist goal laugh outside rise suddenly cultural establish cut civil mention look something",789108,"none","50+","female","UK",2024,0,0,0,0,1,29,1.76531407284772,"Neutral",2138,8.56741573033708,4.97191011235955,1,7.66809370908241
42862,"RedNote","content_37193","creator_2193","loganaustin","video","beauty",2025-01-16,"Chinese",116,"Tend owner ability according sell nothing similar heavy whose environmental particular mouth anyone order method.","today,suddenly,cold",9990,1536,310,194,"quite cover machine describe left analysis serious red else war southern guess",935699,"none","26-35","male","Germany",2025,0,0,0,0,1,12,1.57714728642056,"Neutral",2040,5.81460674157303,4.97191011235955,1,7.62119516280984
7453,"RedNote","content_3736","creator_3736","lauren41","video","lifestyle",2023-09-09,"English",551,"Follow hour unit power cold act price result college training weight note nor particular professor suffer save PM lot only certain heavy.","him,wait",10073,1514,289,167,"little visit style collection wrong company rather better sit difficult will range reality discuss manager use design similar she fine successful successful act produce knowledge",688196,"explicit","26-35","male","China",2023,4,2,2,2,2,25,2.46622900787119,"Positive",1970,3.84831460674157,4.97191011235955,0,7.58629630715272
38874,"Bilibili","content_17452","creator_2452","gfreeman","mixed","lifestyle",2024-11-21,"Chinese",57,"Half develop go less call require well according member product no maybe fall require fall decade chance lose memory more young.","head,enough,trouble",10166,1588,296,177,"while population despite entire",212206,"explicit","26-35","female","Brazil",2024,0,0,0,0,1,4,1.36214466422955,"Neutral",2061,6.40449438202247,4.97191011235955,1,7.63143166457691
27717,"Instagram","content_34443","creator_4443","uchavez","image","lifestyle",2024-06-20,"Spanish",477,"Draw sign song receive safe position court which social PM five necessary cut foot name think small.","again,other,above",10167,1458,311,198,"day store per senior left field season performance quality out agreement heart face activity guess much both whether talk explain response expert collection",67074,"none","13-18","male","Russia",2024,0,0,0,0,1,23,1.71510384364823,"Neutral",1967,3.76404494382022,4.97191011235955,0,7.5847730776122
13198,"Instagram","content_45033","creator_33","masonmichael","video","lifestyle",2023-11-29,"Chinese",96,"Just wait material hit type ahead charge officer test detail performance later.","without,us",10054,1500,316,205,"seven available cover miss follow ask realize late good station population local evidence entire senior congress",244487,"explicit","19-25","male","Japan",2023,2,1,1,1,1.5,16,1.95626530906884,"Positive",2021,5.28089887640449,4.97191011235955,1,7.61184239958042
12649,"Bilibili","content_12721","creator_2721","imcguire","mixed","beauty",2023-11-21,"Chinese",304,"Attack threat other agreement rule issue agent without democratic would without mind full military force early note sound tree day establish student.","treat,popular,resource",10105,1560,284,206,"somebody one pm true answer huge bank mrs best claim professional change follow give role forget learn pretty",296043,"none","19-25","male","Japan",2023,2,0,2,2,2,18,2.32507486895466,"Positive",2050,6.09550561797753,4.97191011235955,1,7.62608275807238
11642,"Bilibili","content_22272","creator_2272","sfox","video","lifestyle",2023-11-07,"English",195,"Billion others enjoy start unit form strong agency memory approach skin college.","meeting,language,role",10139,1563,283,178,"gun phone system common will former few hit picture particular find next consumer stand resource discover society himself serve cover section",744207,"explicit","36-50","female","USA",2023,0,0,0,0,1,21,1.6955251412574,"Neutral",2024,5.36516853932584,4.97191011235955,1,7.61332497954064
18903,"YouTube","content_14930","creator_4930","oreed","image","beauty",2024-02-18,"English",21,"These cultural American health weight enjoy simply school indeed true certain test possible peace former gas stock speak agent.","particular,record,leader",10022,1471,298,210,"collection garden decision evidence show nature factor mission speech action",99579,"none","19-25","male","China",2024,0,0,0,0,1,10,1.53955792374237,"Neutral",1979,4.10112359550562,4.97191011235955,0,7.59085212368858
33370,"Instagram","content_33528","creator_3528","nataliejones","video","beauty",2024-09-05,"English",265,"Wonder two important ago protect son size quite finally feel yourself energy decide information official last rest read send mouth song military try quality response time sign hot.","someone,degree,add",9957,1558,318,207,"travel speech yes appear wonder",985919,"implicit","19-25","female","India",2024,1,0,1,1,1.5,5,1.60475411292726,"Positive",2083,7.02247191011236,4.97191011235955,1,7.64204440287326
9782,"Instagram","content_15573","creator_573","gsingh","text","lifestyle",2023-10-13,"English",326,"Range reach seat computer consumer present drop with mouth green mother sense price upon although across tend bit.","involve,once",10009,1525,308,202,"and rest party mr his heavy responsibility wall field safe sea including full election mrs smile protect early hear should amount",111031,"none","13-18","male","Brazil",2023,3,0,3,3,2.5,21,2.7388128531435,"Positive",2035,5.67415730337079,4.97191011235955,1,7.61874237767041
27333,"Bilibili","content_44376","creator_4376","millerroberta","image","tech",2024-06-15,"Chinese",98,"Book he everything center put executive never raise always there know huge manage western cut.","everybody,level",10076,1565,295,212,"step total life accept great site thus public quality fight",67855,"none","19-25","female","Germany",2024,1,0,1,1,1.5,10,1.80933688561356,"Positive",2072,6.71348314606742,4.97191011235955,1,7.63675211243578
19447,"Bilibili","content_22295","creator_2295","tamara33","video","tech",2024-02-25,"Chinese",432,"Recent executive statement send consider interest event south down everyone memory keep media school lose.","more,force,bank,floor",10070,1484,279,200,"goal behind entire choice lay sign range character natural daughter bill sister pull set",898275,"none","26-35","male","Brazil",2024,0,0,0,0,1,14,1.6093468553327,"Neutral",1963,3.65168539325843,4.97191011235955,0,7.58273848891441
43333,"Bilibili","content_17991","creator_2991","stephaniejames","text","beauty",2025-01-23,"English",213,"Tv single course that network bad hope manager before officer see example all foot gas animal institution perhaps performance.","particular",10016,1469,314,230,"brother wrong air reach forget recently child allow leave major two consider himself",488174,"none","19-25","female","Germany",2025,0,1,-1,-1,1.5,13,1.89073382992821,"Negative",2013,5.0561797752809,4.97191011235955,1,7.60787807327851
24607,"RedNote","content_47912","creator_2912","denisehenry","mixed","tech",2024-05-08,"Chinese",533,"Service rise get analysis send support up dinner same daughter watch what shoulder long team ahead.","even",10064,1531,304,205,"black despite return account financial this prevent second group moment husband apply care position floor information film truth recently maintain though create including accept call goal one development smile possible when at like",510919,"none","19-25","male","Brazil",2024,2,0,2,2,2,33,2.58695484712184,"Positive",2040,5.81460674157303,4.97191011235955,1,7.62119516280984
30690,"TikTok","content_19364","creator_4364","joe55","image","lifestyle",2024-07-31,"English",150,"Too building subject quality tell conference line red while with leg account.","student,become,significant",10338,1555,303,206,"financial free president ten wind point land over company control future color glass society east executive this easy trouble write everybody matter edge director lawyer friend trouble",668458,"implicit","13-18","male","India",2024,2,2,0,0,1,27,1.7497897708005,"Neutral",2064,6.48876404494382,4.97191011235955,1,7.63288550539513
52033,"Bilibili","content_47660","creator_2660","kristina35","video","beauty",2025-05-25,"Chinese",128,"Tree many size who environmental pick watch before firm plant think personal light audience star almost sort pressure today officer account.","government",10210,1465,302,214,"little organization surface great energy goal medical institution machine word agency thought hard wide customer dark perhaps animal adult ever skill rest career size above last picture owner camera",730150,"explicit","26-35","male","Japan",2025,2,2,0,0,1,29,1.76531407284772,"Neutral",1981,4.15730337078652,4.97191011235955,0,7.59186171488993
42322,"TikTok","content_33974","creator_3974","johnalexander","text","tech",2025-01-08,"English",135,"Concern wear hope pass hotel conference night nearly or pull both eight director it employee example effort middle world once smile child society must compare wind bar goal source fear matter today garden.","finally",10217,1499,308,223,"out there down computer only need hand anyone very form against challenge own mr citizen accept argue week scene",127853,"none","13-18","male","Brazil",2025,0,0,0,0,1,19,1.67407909925961,"Neutral",2030,5.53370786516854,4.97191011235955,1,7.61628356158038
20379,"YouTube","content_26614","creator_1614","danielhubbard","image","beauty",2024-03-09,"English",107,"These attack view across certainly power school another human continue end camera product everyone ahead.","specific,last,true,increase",10121,1567,284,226,"our recently car trial try maintain put eye table significant his or",552517,"none","19-25","female","China",2024,1,0,1,1,1.5,12,1.86572092963085,"Positive",2077,6.85393258426966,4.97191011235955,1,7.63916117165917
2776,"Bilibili","content_2970","creator_2970","mark24","video","beauty",2023-07-06,"English",61,"Consider tell sister grow not quite animal teach performance wear wind again whole daughter discuss some already mother appear effort.","morning,hand,democratic",10240,1532,308,197,"game or rock quality although though than front mother could various manage responsibility game major several fine popular perform reveal spring manage sound building ready police",242009,"none","36-50","female","Germany",2023,3,0,3,3,2.5,26,2.85401643327356,"Positive",2037,5.73033707865168,4.97191011235955,1,7.61972421378267
41374,"Instagram","content_201","creator_201","vgeorge","video","beauty",2024-12-25,"Hindi",594,"Country serious action account like power always mention develop commercial understand money laugh talk suggest another business exist international think.","smile",10138,1558,298,199,"even out growth expect lay mr might degree once indeed gas writer friend rate this trial care hope change nice",662009,"none","26-35","male","USA",2024,1,0,1,1,1.5,20,2.02758629031038,"Positive",2055,6.23595505617978,4.97191011235955,1,7.62851762657506
28382,"RedNote","content_21290","creator_1290","wmcknight","video","beauty",2024-06-29,"Hindi",144,"Experience paper owner education particularly international white coach with nor north college despite dog college population central physical instead involve month interest whom.","form,unit,nice,bed",10319,1517,283,209,"human close remain hear medical sometimes edge attention job day audience allow it policy none policy cover system news should each either writer service particular whole style",491660,"none","19-25","male","China",2024,0,0,0,0,1,27,1.7497897708005,"Neutral",2009,4.9438202247191,4.97191011235955,0,7.60589000105312
6804,"Instagram","content_2163","creator_2163","samanthaewing","image","tech",2023-08-30,"Chinese",11,"Strong unit international close beat serve language artist ahead bad garden trouble last campaign grow shake admit college model thank toward option radio political wait suddenly.","move,anyone,during,eight",10023,1462,301,195,"receive your by article even only keep according involve produce",38173,"explicit","36-50","male","Russia",2023,0,0,0,0,1,10,1.53955792374237,"Neutral",1958,3.51123595505618,4.97191011235955,0,7.58018941794454
27930,"YouTube","content_25130","creator_130","timothyoneill","text","tech",2024-06-23,"English",496,"Will feeling save own lawyer executive spring such trade.","animal,like,do,fill,child",10027,1589,297,227,"certain machine former kitchen some training local spring our ago provide particular on board kid out it shoulder can",79821,"none","13-18","female","India",2024,0,0,0,0,1,19,1.67407909925961,"Neutral",2113,7.86516853932584,4.97191011235955,1,7.65633716643018
46163,"Instagram","content_23368","creator_3368","snyderhelen","video","tech",2025-03-05,"Spanish",208,"Than road many yeah choose last base wear fill whole lay treatment one record music world within system.","night,phone,car,training,provide",10039,1524,308,200,"drop the gas policy become early threat method i current what focus company artist happen capital easy national east dark",429820,"none","19-25","female","India",2025,1,2,-1,-1,1.5,20,2.02758629031038,"Negative",2032,5.58988764044944,4.97191011235955,1,7.61726781362835
36784,"Instagram","content_4327","creator_4327","jamiemoore","image","beauty",2024-10-22,"English",63,"Into effect live tax speak likely nation season base design state large draw whose.","training,news,than",10232,1562,275,214,"democratic part agree consumer human skin board structure yes successful herself mouth life health beautiful hard development",423885,"implicit","19-25","male","Russia",2024,2,1,1,1,1.5,17,1.97555739958197,"Positive",2051,6.12359550561798,4.97191011235955,1,7.62657020629066
29212,"Bilibili","content_42383","creator_2383","gabrielthompson","video","tech",2024-07-11,"Spanish",147,"Away short guy stop senior experience concern however all idea team church free information only will rather smile according thought research view project authority property wait item truth hot city teach adult.","serve,glass,ok",10201,1478,307,242,"idea free thus size",32955,"explicit","26-35","male","Germany",2024,1,0,1,1,1.5,4,1.54321699634433,"Positive",2027,5.44943820224719,4.97191011235955,1,7.61480536471107
18140,"YouTube","content_2681","creator_2681","moorebethany","video","beauty",2024-02-07,"English",537,"Politics develop brother door trouble beat name any five assume opportunity population oil side thing.","standard",9955,1530,305,193,"movie between like range win risk or hair while speech production probably pull ground spend data speech",775081,"none","26-35","female","Brazil",2024,2,1,1,1,1.5,17,1.97555739958197,"Positive",2028,5.47752808988764,4.97191011235955,1,7.61529833982581
14614,"RedNote","content_15223","creator_223","dawngutierrez","video","beauty",2023-12-19,"Chinese",439,"Blood particular economy for area spring final agreement choice arm mean style back understand hotel under data rise article leader fall job.","all,into,safe,kind,health",9995,1536,322,212,"song mother serve effort build general five personal design president south determine general sing enough threat nice size theory issue mean later positive develop newspaper modern senior range finally situation",214392,"implicit","13-18","male","UK",2023,4,2,2,2,2,30,2.54538442710853,"Positive",2070,6.65730337078652,4.97191011235955,1,7.63578686139558
19423,"RedNote","content_19927","creator_4927","vdiaz","video","lifestyle",2024-02-24,"Chinese",321,"Program increase out later key area old Republican college probably next.","evening,cost,year",10119,1506,325,218,"decade born play behind manager dark western born paper door imagine its specific beat vote present understand product pattern her south meet their whatever food american first claim push far",139883,"none","19-25","female","India",2024,0,1,-1,-1,1.5,30,2.1590383203314,"Negative",2049,6.06741573033708,4.97191011235955,1,7.62559507213245
9929,"RedNote","content_29096","creator_4096","greenbrandon","video","beauty",2023-10-14,"English",97,"Deep game enter keep according expect ever win economy society generation movie exactly fire yourself so report approach could put national industry evidence lawyer trade myself event north business structure compare provide pressure attention animal per.","out,impact,security",9965,1443,300,206,"push or size week scientist possible most at education research trade government final or say nation relationship born thank eight sense head effect expert",830477,"none","13-18","female","Russia",2023,1,0,1,1,1.5,24,2.08643399268866,"Positive",1949,3.25842696629214,4.97191011235955,0,7.57558465155779
31943,"RedNote","content_30802","creator_802","lauraclark","video","tech",2024-08-17,"Chinese",66,"Soldier see stuff difference truth hospital government defense safe theory word describe north who lead too policy long night information suddenly I start member from product share Democrat stay knowledge even story camera want couple how he power.","central,student,from",10139,1570,313,184,"offer people positive listen try central herself capital woman",861892,"implicit","26-35","male","Germany",2024,1,0,1,1,1.5,9,1.77716782261688,"Positive",2067,6.57303370786517,4.97191011235955,1,7.63433723562832
27129,"YouTube","content_43646","creator_3646","rachelsanchez","video","lifestyle",2024-06-12,"English",126,"Heavy fear drop federal around few home might next continue house.","military",10068,1534,289,191,"religious science worker boy detail him thank let bank fill listen poor heart safe realize world far thank next plan between person owner throughout happy big his trouble find",320668,"none","26-35","female","Germany",2024,4,2,2,2,2,29,2.53062814569545,"Positive",2014,5.08426966292135,4.97191011235955,1,7.60837447438078
22525,"RedNote","content_19998","creator_4998","anthony26","image","lifestyle",2024-04-08,"English",514,"Serious growth responsibility bit figure western debate personal more create join college beautiful need paper black participant suggest her among program reveal.","discuss,pass,as,ahead,adult",10029,1515,289,213,"development computer late note she soldier spend probably list go pick little",885985,"implicit","26-35","female","Japan",2024,0,0,0,0,1,12,1.57714728642056,"Neutral",2017,5.1685393258427,4.97191011235955,1,7.60986220091355
33350,"Instagram","content_40560","creator_560","nicholas48","mixed","lifestyle",2024-09-04,"Japanese",327,"View ok reach huge long level allow wonder base note true current kitchen heavy order themselves right.","argue,high,born,director",10277,1444,309,192,"section event south on increase he media finally guess wife project professor",785078,"implicit","19-25","male","China",2024,0,0,0,0,1,12,1.57714728642056,"Neutral",1945,3.14606741573034,4.97191011235955,0,7.57353126274595
36612,"RedNote","content_35300","creator_300","khart","video","lifestyle",2024-10-20,"Spanish",334,"Bank student such coach activity system place a after decision than community treat old floor shake step impact room until raise rich walk.","find",10216,1466,295,219,"issue computer sit culture bill station fear theory",958609,"none","19-25","female","Brazil",2024,0,2,-2,-2,2,8,1.98880876441256,"Negative",1980,4.12921348314607,4.97191011235955,0,7.59135704669855
10970,"Bilibili","content_14309","creator_4309","samuelwaller","video","beauty",2023-10-29,"Spanish",235,"Day everybody TV trouble yes current yet spend protect actually actually suggest along along concern water stand talk could indeed able respond president law.","girl,must,feeling,break,produce",10178,1513,308,185,"place someone campaign enough explain his",60486,"none","13-18","female","Germany",2023,1,0,1,1,1.5,6,1.65678300365567,"Positive",2006,4.85955056179775,4.97191011235955,0,7.60439634879634
38005,"Bilibili","content_39165","creator_4165","dhernandez","video","lifestyle",2024-11-09,"English",452,"Concern national full tell entire health family really consider source become executive process lawyer build top able gas decade recognize tell official police sometimes.","management,senior,do",10031,1576,302,204,"product kid shoulder would audience media want letter edge his listen him event mission role north though",781528,"explicit","26-35","male","China",2024,0,0,0,0,1,17,1.65037159972131,"Neutral",2082,6.99438202247191,4.97191011235955,1,7.64156444126097
50625,"TikTok","content_9528","creator_4528","emily40","video","lifestyle",2025-05-06,"Chinese",565,"Including level sometimes safe western sense activity hope cold method alone hope tough agree morning next.","herself,wide,information,mean,reason",10140,1537,319,214,"nice loss laugh the heavy toward",599663,"none","19-25","male","China",2025,1,1,0,0,1,6,1.43785533577045,"Neutral",2070,6.65730337078652,4.97191011235955,1,7.63578686139558
30194,"TikTok","content_48482","creator_3482","timothycarter","video","beauty",2024-07-24,"English",65,"Plan be all race such often her just it camera voice.","skill,man,speak,fine,law",10043,1573,317,201,"role purpose heart effort between stock mean during since take goal surface more",40324,"none","19-25","male","Brazil",2024,0,0,0,0,1,13,1.59382255328547,"Neutral",2091,7.24719101123596,4.97191011235955,1,7.64587582518481
