"user_id","age","gender","country","age_clean","age_numeric","age_group","emotional_connection","emotional_sd","emotional_min","emotional_max","num_reviews","avg_rating_given","avg_sentiment","total_helpful_votes","first_review_year","last_review_year","pct_high_sentiment","pct_low_sentiment","satisfaction","satisfaction_sd","satisfaction_min","satisfaction_max","num_ratings","num_movies_watched","avg_watch_duration","avg_completion","pct_high_completion","first_watch_year","last_watch_year","mobile_ratio","desktop_ratio","tablet_ratio","tv_ratio","preferred_genre"
"user_01561",53,"Female","USA","53",53,"50+",6.72333333333333,1.79676329362922,5.59,8.795,3,3.66666666666667,0.611333333333333,7,2025,2025,33.3333333333333,0,3.2,NA,3.2,3.2,5,4,71.125,34.16,0,2024,2025,0.4,0.6,0,0,"Crime"
"user_01056",7,"Female","USA","7",7,"18-24",6.635,3.08983548645123,2.01,8.46,4,3.75,0.577,18,2025,2025,25,25,3.5,NA,3.5,3.5,4,3,66.1,52.125,0,2024,2025,0,0,0.25,0.5,"Comedy"
"user_02677",15,"Male","Canada","15",15,"18-24",8.82166666666667,0.999716626516401,8.065,9.955,3,4.66666666666667,0.831,11,2024,2025,66.6666666666667,0,1.66666666666667,NA,1.66666666666667,1.66666666666667,3,3,20.3,33.2666666666667,0,2024,2025,0,0.333333333333333,0,0.666666666666667,"Drama"
"user_08377",19,"Female","Canada","19",19,"18-24",9.775,0.00866025403784471,9.77,9.785,3,5,0.955,8,2025,2025,100,0,4,NA,4,4,4,4,41.025,20.1666666666667,0,2024,2025,0,0,0.25,0.5,"Mystery"
"user_00113",37,"Male","Canada","37",37,"35-49",8.24166666666667,0.0548482755730138,8.21,8.305,3,4.66666666666667,0.715,5,2024,2025,33.3333333333333,0,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,3,46.4333333333333,76.5,0,2025,2025,0.666666666666667,0,0,0,"Documentary"
"user_02571",47,"Other/Not Specified","USA","47",47,"35-49",6.6525,1.73750059952028,5.015,8.545,4,3.5,0.6305,16,2024,2025,50,0,3.5,NA,3.5,3.5,4,4,38.2,51.6,50,2024,2025,0.25,0.25,0,0.25,"History"
"user_00969",55,"Female","USA","55",55,"50+",6.274,2.63661809900486,2.51,8.885,5,3.2,0.6148,8,2024,2025,40,20,3.75,NA,3.75,3.75,4,4,67.725,61.9,0,2024,2025,0.25,0.75,0,0,"Thriller"
"user_09529",45,"Other/Not Specified","Canada","45",45,"35-49",6.805,4.14267123967133,2.03,9.44,3,3.66666666666667,0.627666666666667,3,2024,2025,66.6666666666667,33.3333333333333,3,NA,3,3,5,5,52.34,69.8666666666667,33.3333333333333,2024,2025,0,0.2,0.2,0.2,"Action"
"user_05000",54,"Male","USA","54",54,"50+",9.375,0.487980532398578,8.9,9.875,3,4.66666666666667,0.941666666666667,2,2025,2025,100,0,4.4,NA,4.4,4.4,5,5,33.16,60.85,0,2024,2025,0.4,0,0.2,0,"Comedy"
"user_06773",55,"Female","USA","55",55,"50+",7.51375,1.42058306691302,5.42,8.585,4,4.25,0.65275,13,2024,2025,50,0,2,NA,2,2,3,2,43.5,48.3666666666667,0,2024,2025,0,0.666666666666667,0,0,"Action"
"user_03874",38,"Male","USA","38",38,"35-49",6.958,1.81524653972952,5.13,8.77,5,3.6,0.6716,14,2024,2024,40,0,3.4,NA,3.4,3.4,5,5,62.9,54.14,20,2024,2025,0.2,0,0.2,0.4,"Adventure"
"user_09178",22,"Male","USA","22",22,"18-24",6.96333333333333,2.40466387117479,5.575,9.74,3,3.66666666666667,0.659333333333333,11,2024,2025,33.3333333333333,0,3,NA,3,3,4,3,47.65,63.2666666666667,0,2025,2025,0,0,0,0.25,"Sport"
"user_06122",48,"Other/Not Specified","USA","48",48,"35-49",7.78333333333333,0.643745550146433,7.04,8.155,3,4.66666666666667,0.623333333333333,5,2025,2025,0,0,4.25,NA,4.25,4.25,4,4,71.425,54.95,25,2024,2025,0.25,0,0.5,0.25,"History"
"user_02985",36,"Male","USA","36",36,"35-49",7.15833333333333,1.17738410611547,5.855,8.145,3,4,0.631666666666667,6,2024,2025,0,0,3,NA,3,3,4,4,137.1,60.775,0,2025,2025,0,0.5,0,0.25,"Comedy"
"user_03828",32,"Female","USA","32",32,"25-34",5.63166666666667,3.10664341908326,2.585,8.795,3,2.66666666666667,0.593,11,2024,2025,33.3333333333333,0,4.33333333333333,NA,4.33333333333333,4.33333333333333,3,3,38.1,32.4,0,2024,2024,0,0.333333333333333,0.333333333333333,0,"History"
"user_03839",33,"Male","USA","33",33,"25-34",6.34833333333333,3.44543296747061,2.52,9.2,3,3.66666666666667,0.536333333333333,7,2024,2025,33.3333333333333,33.3333333333333,4,NA,4,4,5,5,74.38,49.175,0,2024,2025,0.2,0.4,0.2,0,"Comedy"
"user_08954",22,"Male","USA","22",22,"18-24",6.48333333333333,1.98199604775926,5.025,8.74,3,3.66666666666667,0.563333333333333,15,2024,2025,33.3333333333333,0,2.66666666666667,NA,2.66666666666667,2.66666666666667,3,3,60.1333333333333,40.2333333333333,0,2024,2025,0.333333333333333,0,0.333333333333333,0.333333333333333,"Drama"
"user_02422",36,"Female","USA","36",36,"35-49",4.39166666666667,1.29393134799855,3.465,5.87,3,2.33333333333333,0.411666666666667,11,2025,2025,0,33.3333333333333,3.25,NA,3.25,3.25,4,4,51.15,20.9,0,2024,2025,0.25,0.25,0.25,0.25,"Drama"
"user_01077",33,"Male","Canada","33",33,"25-34",7.71,1.08479260690696,7.015,8.96,3,4,0.742,9,2024,2025,33.3333333333333,0,3.25,NA,3.25,3.25,4,4,54.85,41.4,33.3333333333333,2024,2024,0.25,0.5,0,0,"Action"
"user_01105",39,"Male","Canada","39",39,"35-49",7.679,2.99914446134227,2.325,9.31,5,3.6,0.8158,10,2024,2025,80,20,2.33333333333333,NA,2.33333333333333,2.33333333333333,3,3,36.3,26.0333333333333,0,2024,2025,0.333333333333333,0.333333333333333,0.333333333333333,0,"Documentary"
"user_08270",10,"Male","Canada","10",10,"18-24",5.37333333333333,3.86307304271267,1.34,9.04,3,3,0.474666666666667,7,2024,2025,33.3333333333333,33.3333333333333,2.75,NA,2.75,2.75,4,4,31.5,47.95,0,2024,2025,0.25,0.5,0,0,"Adventure"
"user_02091",19,"Female","USA","19",19,"18-24",4.33333333333333,2.34147567429887,1.635,5.83,3,2.33333333333333,0.4,12,2025,2025,0,33.3333333333333,2.33333333333333,NA,2.33333333333333,2.33333333333333,3,3,53.5,37.8333333333333,33.3333333333333,2024,2025,0,0.333333333333333,0.666666666666667,0,"Horror"
"user_05935",46,"Female","USA","46",46,"35-49",9.0375,0.453219961313856,8.645,9.43,4,5,0.8075,0,2024,2024,100,0,4,NA,4,4,3,2,91.7666666666667,61.5,0,2024,2025,0,0.333333333333333,0.666666666666667,0,"Action"
"user_07379",62,"Male","USA","62",62,"50+",7.312,2.75876466919525,2.665,9.82,5,3.6,0.7424,10,2024,2025,80,0,4,NA,4,4,4,4,77.3333333333333,35.925,0,2024,2025,0.25,0,0.75,0,"Adventure"
"user_02328",25,"Other/Not Specified","Canada","25",25,"25-34",8.12333333333333,1.29553399543715,7.155,9.595,3,4.33333333333333,0.758,9,2024,2025,66.6666666666667,0,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,3,32.7666666666667,33.5333333333333,0,2024,2025,0.333333333333333,0.333333333333333,0,0,"Thriller"
"user_08134",32,"Other/Not Specified","USA","32",32,"25-34",7.99333333333333,2.17518006917435,5.575,9.79,3,4.33333333333333,0.732,7,2024,2025,66.6666666666667,0,3,NA,3,3,3,3,34.2666666666667,52.8333333333333,33.3333333333333,2024,2025,0,0,0.333333333333333,0,"Action"
"user_04076",28,"Other/Not Specified","USA","28",28,"25-34",7.54666666666667,2.02897962861467,5.595,9.645,3,4,0.709333333333333,17,2024,2025,33.3333333333333,0,3.14285714285714,NA,3.14285714285714,3.14285714285714,7,4,206.42,59.6,14.2857142857143,2024,2025,0.142857142857143,0.285714285714286,0.285714285714286,0.142857142857143,"Sci-Fi"
"user_05088",39,"Female","USA","39",39,"35-49",7.23833333333333,1.91160491036546,5.035,8.455,3,3.66666666666667,0.714333333333333,8,2025,2025,66.6666666666667,0,2.33333333333333,NA,2.33333333333333,2.33333333333333,3,3,34.7,55.8,0,2024,2025,0.333333333333333,0,0,0.333333333333333,"Action"
"user_08768",44,"Female","USA","44",44,"35-49",7.67875,1.67961987266961,5.395,9.075,4,4,0.73575,19,2025,2025,50,0,4,NA,4,4,3,3,29.2333333333333,36.7666666666667,0,2024,2025,0,0.666666666666667,0.333333333333333,0,"Music"
"user_05182",22,"Male","Canada","22",22,"18-24",7.61666666666667,1.72173120240453,5.63,8.675,3,3.66666666666667,0.79,14,2024,2025,66.6666666666667,0,2.66666666666667,NA,2.66666666666667,2.66666666666667,3,3,75.5,96.1,100,2024,2025,0.333333333333333,0.333333333333333,0.333333333333333,0,"Family"
"user_03295",27,"Female","USA","27",27,"25-34",7.69,0.843395913356631,7.175,8.95,4,4,0.738,9,2024,2025,25,0,2.66666666666667,NA,2.66666666666667,2.66666666666667,3,3,62.2333333333333,64.3333333333333,0,2024,2025,0.333333333333333,0,0,0,"Action"
"user_06421",58,"Male","USA","58",58,"50+",4.40375,2.29473083025729,1,5.875,4,2.5,0.38075,14,2024,2025,0,25,3.75,NA,3.75,3.75,4,4,82.1,43.7,0,2024,2025,0,0.25,0.25,0,"History"
"user_03381",44,"Male","Canada","44",44,"35-49",7.19833333333333,1.85677363545838,5.095,8.61,3,3.66666666666667,0.706333333333333,7,2024,2024,66.6666666666667,0,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,3,47.5333333333333,31,0,2024,2025,0,0.333333333333333,0,0.333333333333333,"Romance"
"user_08854",35,"Female","USA","35",35,"35-49",7.39875,1.5041685133876,5.625,9.25,4,4,0.67975,4,2024,2025,50,0,3,NA,3,3,4,4,59.8,72.7333333333333,0,2024,2025,0.25,0,0.5,0.25,"Romance"
"user_01502",47,"Other/Not Specified","USA","47",47,"35-49",5.60333333333333,2.5425692386508,3.05,8.135,3,3,0.520666666666667,9,2024,2025,33.3333333333333,33.3333333333333,2,NA,2,2,3,3,51.15,56.75,50,2024,2025,0.666666666666667,0.333333333333333,0,0,"Fantasy"
"user_09688",22,"Male","USA","22",22,"18-24",8.97833333333333,0.0375277674973264,8.935,9,3,4.66666666666667,0.862333333333333,5,2024,2025,100,0,2.66666666666667,NA,2.66666666666667,2.66666666666667,3,3,26.35,54.85,0,2024,2025,0,0.333333333333333,0,0.333333333333333,"Action"
"user_04004",32,"Other/Not Specified","USA","32",32,"25-34",6.35166666666667,2.77984861698139,3.86,9.35,3,3.33333333333333,0.603666666666667,15,2024,2025,33.3333333333333,0,4.33333333333333,NA,4.33333333333333,4.33333333333333,3,3,41.4,51.1,0,2024,2025,0.333333333333333,0.666666666666667,0,0,"Adventure"
"user_08377",19,"Female","Canada","19",19,"18-24",9.775,0.00866025403784471,9.77,9.785,3,5,0.955,8,2025,2025,100,0,4,NA,4,4,4,4,41.025,20.1666666666667,0,2024,2025,0,0,0.25,0.5,"Mystery"
"user_08891",38,"Female","USA","38",38,"35-49",6.8825,1.68228762899412,5.31,8.75,4,3.5,0.6765,7,2024,2025,50,0,3.5,NA,3.5,3.5,4,4,67.075,31.425,0,2024,2025,0.25,0.25,0.5,0,"Family"
"user_01872",45,"Female","USA","45",45,"35-49",5.37375,2.99786139050268,1.175,7.755,4,3,0.47475,7,2024,2025,25,25,3.25,NA,3.25,3.25,4,4,79.8,54.425,25,2024,2025,0.75,0.25,0,0,"Action"
"user_09230",33,"Female","USA","33",33,"25-34",8.56166666666667,1.15184996129415,7.29,9.535,3,4.33333333333333,0.845666666666667,7,2024,2025,66.6666666666667,0,3,NA,3,3,3,3,49.6333333333333,23.3666666666667,0,2024,2024,0,1,0,0,"Adventure"
"user_07592",20,"Other/Not Specified","USA","20",20,"18-24",5.74666666666667,3.03542556049944,2.245,7.63,3,3.33333333333333,0.482666666666667,7,2024,2024,33.3333333333333,33.3333333333333,3.75,NA,3.75,3.75,4,4,237.85,35.8,25,2024,2025,0.5,0,0.25,0.25,"Adventure"
"user_06794",48,"Other/Not Specified","USA","48",48,"35-49",7.1475,3.37700434310253,2.27,9.97,4,3.75,0.6795,15,2024,2025,75,25,3.75,NA,3.75,3.75,4,4,141.875,62.7,50,2024,2025,0.25,0.25,0.25,0,"Action"
"user_04676",68,"Other/Not Specified","USA","68",68,"50+",4.12666666666667,3.18531526435506,2.01,7.79,3,2.33333333333333,0.358666666666667,10,2024,2025,33.3333333333333,66.6666666666667,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,3,34.6666666666667,29.4666666666667,0,2024,2025,0.333333333333333,0,0.666666666666667,0,"History"
"user_03265",36,"Female","USA","36",36,"35-49",5.7,2.98773604367365,2.575,9.765,4,3.25,0.49,9,2024,2025,25,25,3.33333333333333,NA,3.33333333333333,3.33333333333333,3,3,29.3,17.6333333333333,0,2024,2025,1,0,0,0,"Adventure"
"user_08975",31,"Female","USA","31",31,"25-34",6.40125,2.8693680343704,2.84,8.77,4,3.25,0.63025,13,2024,2025,50,0,4.25,NA,4.25,4.25,4,4,69.125,58.325,25,2024,2025,0.25,0.25,0.5,0,"Comedy"
"user_05057",57,"Female","USA","57",57,"50+",5.46666666666667,2.69867714507188,2.625,7.995,3,2.66666666666667,0.56,1,2024,2025,33.3333333333333,0,3.25,NA,3.25,3.25,4,4,65.275,56.175,0,2024,2025,0,0.25,0,0.5,"Action"
"user_08018",41,"Male","USA","41",41,"35-49",8.09833333333333,1.10567098783197,7.45,9.375,3,4.33333333333333,0.753,5,2024,2025,33.3333333333333,0,3.33333333333333,NA,3.33333333333333,3.33333333333333,3,3,49.7,64.0333333333333,0,2024,2025,0,0.333333333333333,0,0.333333333333333,"Sci-Fi"
"user_04842",38,"Male","USA","38",38,"35-49",5.78166666666667,0.0461880215351696,5.755,5.835,3,3,0.556333333333333,13,2024,2025,0,0,2.6,NA,2.6,2.6,5,5,41.475,58.18,20,2024,2025,0.2,0.2,0,0.2,"Music"
"user_04693",53,"Female","USA","53",53,"50+",6.97875,1.6541230053012,5.625,8.995,4,3.75,0.64575,4,2024,2025,50,0,3.25,NA,3.25,3.25,4,4,55.725,54.1333333333333,0,2024,2025,0,0,0.25,0.75,"Action"
"user_09430",30,"Female","Canada","30",30,"25-34",7.36833333333333,3.83938254584423,2.935,9.59,3,3.66666666666667,0.740333333333333,0,2024,2025,66.6666666666667,0,3.33333333333333,NA,3.33333333333333,3.33333333333333,3,3,31.6,19.15,0,2024,2025,0.333333333333333,0,0.333333333333333,0,"Romance"
"user_08803",39,"Female","USA","39",39,"35-49",4.46,1.77554921080774,2.45,5.815,3,2.66666666666667,0.358666666666667,17,2024,2025,0,33.3333333333333,3.5,NA,3.5,3.5,4,4,50.525,37.125,0,2024,2025,0.5,0.25,0,0.25,"Horror"
"user_03448",41,"Male","USA","41",41,"35-49",6.48666666666667,2.66946779964347,3.545,8.755,3,3.66666666666667,0.564,7,2024,2025,33.3333333333333,0,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,3,63.45,59.4,0,2024,2025,0.333333333333333,0.333333333333333,0,0,"Fantasy"
"user_00399",34,"Other/Not Specified","USA","34",34,"25-34",8.49666666666667,0.150111069989303,8.41,8.67,3,4.66666666666667,0.766,9,2024,2024,33.3333333333333,0,4,NA,4,4,5,5,33.5,58.94,20,2024,2025,0.4,0.2,0.2,0.2,"Animation"
"user_04554",14,"Male","Canada","14",14,"18-24",5.985,3.47297063045457,1.99,8.285,3,3,0.597,10,2024,2025,66.6666666666667,33.3333333333333,3.6,NA,3.6,3.6,5,4,110.26,43.9333333333333,0,2024,2025,0,0,0.6,0.4,"Family"
"user_09590",31,"Other/Not Specified","USA","31",31,"25-34",6.152,2.9330713424668,2.245,8.82,5,3.2,0.5904,10,2024,2025,60,20,3,NA,3,3,3,3,53.0666666666667,31.8666666666667,0,2024,2025,0.333333333333333,0.333333333333333,0,0,"Adventure"
"user_06088",25,"Female","Canada","25",25,"25-34",7.39166666666667,1.91291879946153,5.185,8.58,3,4,0.678333333333333,10,2024,2025,33.3333333333333,0,4,NA,4,4,3,3,93.6666666666667,35.6,0,2024,2025,0,0.333333333333333,0.333333333333333,0,"Horror"
"user_01515",56,"Male","Canada","56",56,"50+",6.01375,3.87177258070082,2.21,9.955,4,3.5,0.50275,13,2024,2025,50,50,3,NA,3,3,3,2,51.3,84.9333333333333,33.3333333333333,2024,2024,0.333333333333333,0,0,0,"Action"
"user_09944",26,"Female","USA","26",26,"25-34",6.64666666666667,1.32790561913614,5.88,8.18,3,3.33333333333333,0.662666666666667,2,2025,2025,33.3333333333333,0,3.5,NA,3.5,3.5,4,4,72.5,44.4333333333333,0,2024,2025,0.25,0.25,0,0,"Sport"
"user_09888",51,"Male","USA","51",51,"50+",7.698,1.67318035489304,5.15,9.645,5,4.2,0.6996,17,2024,2024,60,0,2,NA,2,2,3,3,86.6,61.5333333333333,0,2024,2025,0,0.333333333333333,0.333333333333333,0.333333333333333,"Sci-Fi"
"user_03339",45,"Male","USA","45",45,"35-49",6.30375,2.39826456352644,3.215,8.505,4,3.5,0.56075,12,2024,2025,50,25,4,NA,4,4,4,3,36.6,34.2,0,2024,2025,0.75,0.25,0,0,"Animation"
"user_04992",16,"Other/Not Specified","USA","16",16,"18-24",8.45333333333333,1.24197758970657,7.665,9.885,3,4.33333333333333,0.824,12,2024,2025,100,0,3.25,NA,3.25,3.25,4,4,86.525,43.575,0,2024,2025,0,0.25,0,0.75,"Drama"
"user_08270",10,"Male","Canada","10",10,"18-24",5.37333333333333,3.86307304271267,1.34,9.04,3,3,0.474666666666667,7,2024,2025,33.3333333333333,33.3333333333333,2.75,NA,2.75,2.75,4,4,31.5,47.95,0,2024,2025,0.25,0.5,0,0,"Adventure"
"user_09688",22,"Male","USA","22",22,"18-24",8.97833333333333,0.0375277674973264,8.935,9,3,4.66666666666667,0.862333333333333,5,2024,2025,100,0,2.66666666666667,NA,2.66666666666667,2.66666666666667,3,3,26.35,54.85,0,2024,2025,0,0.333333333333333,0,0.333333333333333,"Action"
"user_04350",49,"Male","Canada","49",49,"35-49",5.04666666666667,1.2703575612139,3.595,5.955,3,2.66666666666667,0.476,9,2024,2025,0,0,3,NA,3,3,4,4,36.325,61,25,2024,2025,0.25,0,0,0.5,"Animation"
"user_07121",31,"Female","USA","31",31,"25-34",3.925,1.6328885448799,2.945,5.81,3,2.33333333333333,0.318333333333333,5,2024,2025,0,66.6666666666667,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,2,41.3333333333333,78.1333333333333,33.3333333333333,2025,2025,0,0.666666666666667,0,0.333333333333333,"Drama"
"user_07121",31,"Female","USA","31",31,"25-34",3.925,1.6328885448799,2.945,5.81,3,2.33333333333333,0.318333333333333,5,2024,2025,0,66.6666666666667,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,2,41.3333333333333,78.1333333333333,33.3333333333333,2025,2025,0,0.666666666666667,0,0.333333333333333,"Drama"
"user_00764",29,"Male","USA","29",29,"25-34",7.38833333333333,1.37297426535727,5.995,8.74,3,4,0.677666666666667,9,2024,2025,33.3333333333333,0,4,NA,4,4,3,3,27.4,25.8333333333333,0,2024,2025,0,0,0.666666666666667,0.333333333333333,"Horror"
"user_02573",45,"Male","USA","45",45,"35-49",7.69833333333333,1.62089738519541,5.98,9.2,3,4,0.739666666666667,6,2025,2025,66.6666666666667,0,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,3,26.8,41.3666666666667,0,2025,2025,0,0,0.333333333333333,0,"Biography"
"user_09046",41,"Male","Canada","41",41,"35-49",7.2,1.74071106160672,5.19,8.205,3,3.66666666666667,0.706666666666667,10,2024,2024,66.6666666666667,0,3,NA,3,3,3,3,45,59.2666666666667,33.3333333333333,2024,2025,0.333333333333333,0,0.333333333333333,0.333333333333333,"Adventure"
"user_04905",53,"Other/Not Specified","Canada","53",53,"50+",7.26833333333333,3.60643984191243,3.105,9.43,3,4,0.653666666666667,6,2024,2025,66.6666666666667,33.3333333333333,3.25,NA,3.25,3.25,4,4,49.3,50.6,0,2024,2025,0.25,0.25,0.25,0.25,"Animation"
"user_06666",31,"Female","Canada","31",31,"25-34",8.19166666666667,0.477606881580797,7.655,8.57,3,4.33333333333333,0.771666666666667,8,2024,2025,66.6666666666667,0,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,3,25.7666666666667,51.6666666666667,0,2024,2025,0.333333333333333,0,0.333333333333333,0,"Family"
"user_07804",36,"Female","USA","36",36,"35-49",6.19625,2.43207858631254,3.085,8.635,4,3.25,0.58925,18,2024,2024,50,25,3,NA,3,3,5,5,60.925,43.72,0,2024,2025,0,0.4,0,0.4,"Adventure"
"user_00764",29,"Male","USA","29",29,"25-34",7.38833333333333,1.37297426535727,5.995,8.74,3,4,0.677666666666667,9,2024,2025,33.3333333333333,0,4,NA,4,4,3,3,27.4,25.8333333333333,0,2024,2025,0,0,0.666666666666667,0.333333333333333,"Horror"
"user_05398",41,"Female","USA","41",41,"35-49",8.38333333333333,0.474086841552614,8.085,8.93,3,4.66666666666667,0.743333333333333,9,2024,2025,33.3333333333333,0,2.33333333333333,NA,2.33333333333333,2.33333333333333,3,3,183.733333333333,64.2666666666667,0,2024,2025,0,0.333333333333333,0,0.333333333333333,"Horror"
"user_04043",54,"Male","USA","54",54,"50+",7.166,2.44045948542482,3.03,9.435,5,4.2,0.5932,6,2024,2025,20,20,3.33333333333333,NA,3.33333333333333,3.33333333333333,3,3,22.3333333333333,5.3,0,2024,2025,0.666666666666667,0.333333333333333,0,0,"Documentary"
"user_00993",24,"Male","USA","24",24,"18-24",5.94,3.47470502345163,2.77,9.655,3,3.33333333333333,0.521333333333333,4,2024,2025,33.3333333333333,33.3333333333333,3,NA,3,3,4,4,60.375,78,25,2024,2025,0,0,0.5,0.25,"Animation"
"user_04702",35,"Other/Not Specified","USA","35",35,"35-49",7.45833333333333,1.48679465069435,5.76,8.525,3,4,0.691666666666667,10,2024,2025,33.3333333333333,0,3.5,NA,3.5,3.5,8,7,31.6571428571429,65.9285714285714,14.2857142857143,2024,2025,0.25,0.125,0,0.125,"Documentary"
"user_01223",26,"Male","USA","26",26,"25-34",6.35833333333333,2.39466246751673,3.615,8.03,3,3.66666666666667,0.538333333333333,10,2024,2025,0,0,3.2,NA,3.2,3.2,5,5,71.34,30.575,0,2024,2025,0.6,0,0,0.4,"Animation"
"user_09130",32,"Female","Canada","32",32,"25-34",6.82,3.25144967668269,3.08,8.975,3,3.33333333333333,0.697333333333333,11,2025,2025,66.6666666666667,33.3333333333333,3,NA,3,3,3,3,40.6,24.1,0,2024,2025,0,0.666666666666667,0,0,"Adventure"
"user_00355",35,"Female","USA","35",35,"35-49",8.8,0.249649754656399,8.62,9.085,3,5,0.76,6,2025,2025,100,0,2.75,NA,2.75,2.75,4,4,76.675,32.85,0,2024,2025,0.25,0,0,0.75,"Crime"
"user_04103",48,"Other/Not Specified","USA","48",48,"35-49",5.015,2.72629327109172,2.105,7.51,3,2.66666666666667,0.469666666666667,2,2024,2024,33.3333333333333,33.3333333333333,2.66666666666667,NA,2.66666666666667,2.66666666666667,3,3,102.733333333333,29.9666666666667,0,2025,2025,0,0,0.666666666666667,0,"Mystery"
"user_02497",33,"Female","USA","33",33,"25-34",4.86125,2.92625008899331,2.64,8.88,4,2.75,0.42225,14,2024,2025,25,25,3,NA,3,3,4,4,46,31.75,0,2024,2024,0,0.25,0.75,0,"Action"
"user_00840",33,"Male","USA","33",33,"25-34",8.26333333333333,2.45504243004746,5.43,9.76,3,4.33333333333333,0.786,10,2024,2025,66.6666666666667,0,4,NA,4,4,3,2,88.4666666666667,88.3,66.6666666666667,2025,2025,0,0.333333333333333,0,0,"Comedy"
"user_06614",55,"Female","USA","55",55,"50+",6.04875,2.5691839657759,3.695,9.71,4,3.25,0.55975,17,2024,2025,25,0,2.6,NA,2.6,2.6,5,5,35.64,60.15,25,2024,2024,0.2,0,0.4,0,"Romance"
"user_05766",30,"Other/Not Specified","Canada","30",30,"25-34",3.61333333333333,1.81743179606095,2.42,5.705,3,2.33333333333333,0.256,8,2024,2025,0,66.6666666666667,2.5,NA,2.5,2.5,6,6,70.38,59.24,0,2024,2025,0.333333333333333,0.333333333333333,0,0,"Adventure"
"user_01690",40,"Male","USA","40",40,"35-49",7.47,1.85259277770372,5.38,8.91,3,3.66666666666667,0.760666666666667,5,2024,2024,66.6666666666667,0,3.25,NA,3.25,3.25,4,4,49.225,69.1,25,2024,2025,0.5,0,0.25,0,"Music"
"user_02795",37,"Female","USA","37",37,"35-49",6.83166666666667,1.4693564350876,5.135,7.68,3,3.66666666666667,0.633,6,2025,2025,66.6666666666667,0,3.33333333333333,NA,3.33333333333333,3.33333333333333,3,3,261.133333333333,49,0,2025,2025,0,0.333333333333333,0,0.666666666666667,"Family"
"user_02569",27,"Other/Not Specified","Canada","27",27,"25-34",7.64,1.68591221598279,5.7,8.75,3,4,0.728,10,2024,2025,33.3333333333333,0,2.5,NA,2.5,2.5,4,4,53.2,63.075,0,2024,2025,0.25,0,0.25,0.25,"War"
"user_08381",51,"Female","USA","51",51,"50+",7.44333333333333,1.59837678077897,5.6,8.445,3,3.66666666666667,0.755333333333333,3,2024,2024,66.6666666666667,0,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,3,32.3333333333333,69.7,0,2024,2024,0.333333333333333,0.333333333333333,0,0.333333333333333,"History"
"user_00188",42,"Female","USA","42",42,"35-49",7.48666666666667,2.89001153400236,1.855,9.54,6,4,0.697333333333333,11,2024,2025,66.6666666666667,16.6666666666667,1.66666666666667,NA,1.66666666666667,1.66666666666667,3,3,62.8333333333333,53.1666666666667,0,2024,2025,0,0.333333333333333,0.333333333333333,0,"Mystery"
"user_05553",30,"Female","Canada","30",30,"25-34",7.785,0.536718424005238,7.335,8.485,4,4,0.757,15,2024,2025,50,0,4,NA,4,4,4,3,54.45,94.5,100,2024,2025,0,0,0.5,0.25,"Horror"
"user_03376",53,"Other/Not Specified","USA","53",53,"50+",5.95333333333333,3.0709132734959,3.285,9.31,3,3.33333333333333,0.524,10,2024,2024,33.3333333333333,33.3333333333333,2.33333333333333,NA,2.33333333333333,2.33333333333333,3,3,40.3666666666667,41.6333333333333,33.3333333333333,2024,2025,0,0,0.666666666666667,0,"Crime"
"user_09758",28,"Male","USA","28",28,"25-34",8.48625,0.937251078064642,7.58,9.295,4,4.5,0.79725,14,2024,2025,100,0,3,NA,3,3,3,3,26.6666666666667,14.9333333333333,0,2024,2025,0.333333333333333,0,0,0.666666666666667,"Biography"
"user_05244",21,"Male","USA","21",21,"18-24",7.47333333333333,1.98316245762503,5.28,9.14,3,4,0.694666666666667,7,2025,2025,66.6666666666667,0,3,NA,3,3,3,3,60.6333333333333,39.3333333333333,0,2024,2025,0.666666666666667,0,0,0,"Biography"
"user_01288",41,"Male","Canada","41",41,"35-49",6.31,2.53608458060846,3.395,8.01,3,3.33333333333333,0.595333333333333,8,2024,2025,66.6666666666667,33.3333333333333,2,NA,2,2,3,3,40.5666666666667,42.5333333333333,0,2024,2025,0,0.333333333333333,0.333333333333333,0.333333333333333,"Comedy"
"user_01561",53,"Female","USA","53",53,"50+",6.72333333333333,1.79676329362922,5.59,8.795,3,3.66666666666667,0.611333333333333,7,2025,2025,33.3333333333333,0,3.2,NA,3.2,3.2,5,4,71.125,34.16,0,2024,2025,0.4,0.6,0,0,"Crime"
"user_08700",23,"Male","USA","23",23,"18-24",8.23625,1.54219202760227,5.975,9.22,4,4.5,0.74725,9,2024,2025,75,0,4,NA,4,4,3,3,86.75,45.1,0,2024,2024,0,0.333333333333333,0,0.666666666666667,"Biography"
